date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-04-18,33.8,26,42,,,350,3.1,,1005.1,
2022-04-19,34.7,28,43,,,299,8.8,,1007,
2022-04-20,34.3,27,41,,,265,10.6,,1005.7,
2022-04-21,31.8,28,36,,,329,10.6,,1007,
2022-04-22,32,23,38.9,0.3,,305,9.6,,1008,
2022-04-23,32.5,23.9,40,0,,320,6.4,,1008,
2022-04-24,32.7,26,39,,,283,11.1,,1006,
2022-04-25,34.1,26.8,40.2,,,284,15.1,,1004.9,
2022-04-26,33.9,27.8,40.6,,,326,7.7,,1005.3,
2022-04-27,34.5,26.4,42,,,316,7.1,,1004.8,
2022-04-28,35.1,26.4,43.2,,,313,5.4,,1004.7,
2022-04-29,36.3,30,43.3,,,293,8.6,,1003.9,
2022-04-30,36.2,29,44.6,,,292,5.8,,1001.3,
2022-05-01,34.1,29,40,,,92,14.6,,1000.4,
2022-05-02,34.2,28.2,41,,,99,13.7,,1000.6,
2022-05-03,33.4,29,38.8,,,80,10.4,,1003.2,
2022-05-04,31.2,23.8,38.2,,,97,12.4,,1005.7,
2022-05-05,30.2,23.6,37,,,12,6,,1006.2,
2022-05-06,32.4,27,38,,,108,7.3,,1005.6,
2022-05-07,33.7,27.2,39.8,,,31,5.2,,1005.1,
2022-05-08,33.6,27.2,40.2,,,95,10.7,,1003.5,
2022-05-09,33.9,28.8,39.4,,,99,14.2,,1003,
2022-05-10,33.9,29.2,38.8,,,102,13.8,,1003.5,
2022-05-11,34.8,29,41,,,97,11,,1001.6,
2022-05-12,36.2,30,43,,,114,10.7,,999.8,
2022-05-13,35.6,28.8,44,,,67,10.8,,997.5,
2022-05-14,37.2,29.6,44,,,310,8.1,,997.8,
2022-05-15,37.5,29,46,,,313,7.5,,998.8,
2022-05-16,37.8,32,42,,,266,13.9,,999.1,
2022-05-17,35,28.8,42,,,81,10.3,,1000.2,
2022-05-18,35.7,32,42.4,0,,87,12.2,,1001.8,
2022-05-19,36.7,30,43.8,,,84,7.7,,1001.2,
2022-05-20,37.4,30,45,,,284,12.1,,998.3,
2022-05-21,33.8,26.8,45.1,2,,198,13.7,,996.3,
2022-05-22,32.9,24.2,43.1,2,,67,9.8,,995.4,
2022-05-23,23.8,17.6,40.2,27.9,,85,22.4,,998.8,
2022-05-24,27.1,19.5,32,16,,95,11.6,,1004.6,
2022-05-25,29.6,24.5,34.6,0,,336,6.9,,1005.2,
2022-05-26,31.1,25,36.8,,,359,5.5,,1003.3,
2022-05-27,32.4,27.8,39,,,178,9.7,,1000,
2022-05-28,34.5,28.8,40.2,0,,175,9.6,,998.3,
2022-05-29,34.1,29,41,0,,212,10.2,,998.6,
2022-05-30,31.5,28,41.1,0,,93,10.8,,999.9,
2022-05-31,34.2,26.6,40.6,0.5,,326,5.3,,999.9,
2022-06-01,35.7,27.2,43,0,,317,5.7,,1000.4,
2022-06-02,36.6,28.9,43,0,,292,6.3,,999.9,
2022-06-03,36.4,29.8,44,0,,319,7,,999.3,
2022-06-04,37.2,29.2,45,0,,328,4.8,,999.6,
2022-06-05,37.9,31.2,44,0,,261,9,,999.8,
2022-06-06,37.7,31,44,0,,233,8.7,,998.8,
2022-06-07,37.8,32,44,0,,246,11.8,,998.6,
2022-06-08,37.8,32.2,44,0,,259,12.6,,998.4,
2022-06-09,37.8,32,44,0,,236,10,,997.4,
2022-06-10,38.3,33,44,0,,256,14.6,,998.2,
2022-06-11,38.1,33,44,0,,261,14.1,,998.3,
2022-06-12,37.9,31.8,43.8,0,,273,10.7,,999.7,
2022-06-13,37.8,34,43,0,,244,13.2,,1001.3,
2022-06-14,35.2,31.8,40,0,,256,15.6,,1001.3,
2022-06-15,36.1,30,42.2,0,,247,15.6,,999.5,
2022-06-16,34.1,28,42.9,0.5,,182,13,,1000.2,
2022-06-17,28.4,24.1,40.5,5.1,,137,14.6,,1001.4,
2022-06-18,29.2,25,37.6,8.9,,68,10.6,,1002.3,
2022-06-19,27.6,24.9,32.3,1,,275,9,,1001.7,
2022-06-20,30.3,24.2,33.6,0,,270,5.9,,1000,
2022-06-21,30.5,25.8,34.2,7.1,,118,7.6,,999.3,
2022-06-22,31.8,24.2,38,0,,1,12.2,,1003.7,
2022-06-23,33.2,28.2,38,0,,296,13,,1004.3,
2022-06-24,33.4,27,40,0,,300,9.3,,1001.9,
2022-06-25,34.7,28,40.8,0,,46,6.5,,999.2,
2022-06-26,35.2,30.4,40.2,0,,92,14.7,,1000.2,
2022-06-27,35.7,31.4,39.8,0,,100,13.8,,1001.1,
2022-06-28,36,32,41.4,0,,111,11.4,,998.3,
2022-06-29,34.9,30.6,40.2,0,,122,11.7,,995.9,
2022-06-30,26.6,25,41.6,4.1,,117,8.8,,999.5,
2022-07-01,28.6,25.2,32.2,32,,95,7.8,,999.7,
2022-07-02,30.6,26.9,34.9,0,,114,7,,997.8,
2022-07-03,30.4,27.4,35,4,,117,4.8,,998.2,
2022-07-04,32.9,28.3,37.2,0.7,,101,6.3,,998.3,
2022-07-05,34,31,37.8,0.9,,100,9.6,,998.7,
2022-07-06,34.6,31,37.4,0.2,,84,13.1,,1001,
2022-07-07,34.7,31.8,38,1.4,,92,13.5,,1002.8,
2022-07-08,35.2,31.8,39,1.9,,101,10.9,,1000.4,
2022-07-09,32.2,29,35,1.6,,95,13.5,,998.8,
2022-07-10,31,28.8,34.6,1.3,,30,9.5,,1000.5,
2022-07-11,31.8,28.4,37.6,0,,354,4.7,,1001,
2022-07-12,30.4,28,37.6,0,,43,7,,1000.7,
2022-07-13,31.5,28,37.7,3,,62,8,,998.6,
2022-07-14,32.1,28.8,38.3,0,,65,12.3,,998.1,
2022-07-15,33.5,28.1,38.3,2,,78,14.5,,999.5,
2022-07-16,28.9,26,38.3,0,,93,12,,1001.1,
2022-07-17,30.3,24.9,37.1,13,,65,9.4,,1002.9,
2022-07-18,33.7,28.2,38.2,2,,49,7.2,,1001.4,
2022-07-19,32.1,29,38.2,0,,105,8.8,,999.9,
2022-07-20,28.6,25,38,9.9,,285,8.5,,1000,
2022-07-21,29.6,25.5,35.3,95,,321,5.5,,1002.7,
2022-07-22,29.1,28,32.5,0,,47,6.2,,1003.9,
2022-07-23,29.7,25.4,34,4.1,,90,13.9,,1002.2,
2022-07-24,29.8,27,34.4,7.1,,96,14.2,,1002.1,
2022-07-25,29.7,25.8,34.9,15,,92,14.7,,1004.3,
2022-07-26,29.4,27,32.4,13,,100,12.1,,1005.4,
2022-07-27,29.7,26.6,34.1,0,,102,10.6,,1005,
2022-07-28,28.8,27,32,18.3,,198,7.9,,1006.3,
2022-07-29,28,26,32.4,15.3,,227,6.8,,1005.6,
2022-07-30,28.6,26.6,32.5,2.8,,307,6.3,,1003.7,
2022-07-31,29.1,25.6,33.4,4.1,,318,5.1,,1001.2,
2022-08-01,29.7,26.8,34.2,0,,260,8.4,,1001.5,
2022-08-02,31,27,35,0,,271,7.5,,1001,
2022-08-03,30.9,28,34.2,0.9,,5,6.4,,1002.4,
2022-08-04,28.9,27,34.7,0,,61,7.5,,1003,
2022-08-05,28,26,33.2,34,,85,6.2,,1001.6,
2022-08-06,30.4,27,33.2,15,,69,5.3,,999.9,
2022-08-07,27,25.4,29,0,,72,7.3,,1000.1,
2022-08-08,30.6,25.2,35,33,,65,5.1,,999.6,
2022-08-09,31.8,28,35.8,0,,78,7.8,,999.2,
2022-08-10,32.7,28.6,36.2,1,,86,10.1,,997.9,
2022-08-11,28.9,27,32,0,,70,12.9,,999.9,
2022-08-12,31.2,27.6,35,0,,76,14.7,,999.9,
2022-08-13,30.7,28,34,1.2,,118,12.2,,999.7,
2022-08-14,28.9,27,32.8,10.6,,231,7.9,,1002.5,
2022-08-15,29.2,27,34,3.2,,47,9,,1003.6,
2022-08-16,28.6,27.2,37.5,0,,78,21.4,,1001.7,
2022-08-17,29.2,25,33.3,5.1,,116,14.2,,1003.1,
2022-08-18,30.3,25.5,34.8,0,,217,8.6,,1002,
2022-08-19,31.1,28,34.8,0,,267,13.5,,1002.2,
2022-08-20,29.6,27,32,3.3,,301,4.3,,1003.7,
2022-08-21,30.8,28,35,0.3,,290,7.7,,1001.6,
2022-08-22,31.5,29,34,1.9,,62,11.3,,999.7,
2022-08-23,30.6,28,33.4,0.5,,100,18.5,,1001.2,
2022-08-24,29.1,26.8,33.6,0.4,,110,12.7,,1005.2,
2022-08-25,30.3,26,34,0.7,,350,5.2,,1004.8,
2022-08-26,30.8,27,35,0.8,,276,11.2,,1004,
2022-08-27,30.7,27,35.2,0.7,,270,12.6,,1003.2,
2022-08-28,30.7,27,35,0,,272,12.1,,1003.8,
2022-08-29,30.2,26,36.2,0,,252,9.1,,1007.4,
2022-08-30,29.9,24,35.7,8.9,,350,3.8,,1007.9,
2022-08-31,31.6,27,37.3,0,,298,6.5,,1005.4,
2022-09-01,32.1,28,36.2,0,,289,6.4,,1005,
2022-09-02,32.3,28,36.2,0,,264,6.4,,1006.2,
2022-09-03,32.3,28,36.2,0,,274,11.2,,1003.9,
2022-09-04,32.5,28,37,0,,253,10.3,,1002.7,
2022-09-05,32.1,27,37,0,,277,8.3,,1004.3,
2022-09-06,31.9,28,36.2,0,,306,7.4,,1005.8,
2022-09-07,32.3,28,38,0,,340,4.8,,1007.4,
2022-09-08,32.3,29,37,0,,30,6.3,,1008.3,
2022-09-09,32.3,28,37,0,,82,7.3,,1007.6,
2022-09-10,31.6,28.8,35.6,0.3,,100,9.9,,1006.4,
2022-09-11,31.8,28.4,36.1,1.3,,90,9.6,,1004.3,
2022-09-12,31.8,28,36.4,0.2,,90,12.1,,1003.2,
2022-09-13,30.1,24.6,36.9,6.1,,66,11.6,,1004,
2022-09-14,27.8,25.6,34.5,0,,62,14,,1004.4,
2022-09-15,25.9,24,32.6,6.1,,33,11.4,,1002.6,
2022-09-16,24.9,23,30.9,4.1,,355,7.7,,1000.6,
2022-09-17,28.6,23.4,33.7,2,,320,6.9,,1002.8,
2022-09-18,30.1,24.8,35.3,0,,344,3.5,,1005.8,
2022-09-19,29.7,27,34,0,,331,6.6,,1006,
2022-09-20,29,26.6,33.2,3.4,,28,5.5,,1005.9,
2022-09-21,27.3,25.6,32.8,15.2,,33,6.1,,1005.9,
2022-09-22,25.5,25,28,22,,13,8.6,,1005.1,
2022-09-23,25,23,28.5,102.1,,45,8.7,,1003.9,
2022-09-24,25.4,24.5,27.1,39.9,,96,13.9,,1002.2,
2022-09-25,27.2,25,31.5,23.9,,251,6.4,,1005.4,
2022-09-26,28.1,24.4,32.6,0,,329,4.9,,1008.9,
2022-09-27,28.6,25,33,0,,309,5.4,,1007.6,
2022-09-28,29.1,25,34,0,,318,4.7,,1006.6,
2022-09-29,29,25.8,33.2,0,,328,6.4,,1006.4,
2022-09-30,29,25,33,0,,322,7.3,,1006.8,
2022-10-01,29.3,25,33.5,0,,322,6.2,,1005.9,
2022-10-02,29.5,25,34.2,0,,307,7.4,,1006.3,
2022-10-03,29,24,34.2,0,,287,10.6,,1007.3,
2022-10-04,29.2,24,33.6,0,,295,6.2,,1008.7,
2022-10-05,28.8,25.6,34,4.1,,13,5.8,,1008.1,
2022-10-06,25.9,23.6,30,0.6,,101,12.5,,1009.5,
2022-10-07,24.2,22,30.4,0,,79,10.5,,1009.9,
2022-10-08,22.1,21,27.1,4.1,,82,13.2,,1010.6,
2022-10-09,21.9,20,24.6,64,,58,11.5,,1010.2,
2022-10-10,22.4,20.4,24.3,0,,68,10.1,,1011.7,
2022-10-11,24.9,21,29,0.3,,97,4.5,,1010.1,
2022-10-12,25.2,21,30,0,,296,6,,1011.4,
2022-10-13,25.4,21,30,0,,307,5.8,,1012.6,
2022-10-14,25.4,21,30,0,,298,6,,1012.4,
2022-10-15,25.8,21,32,0,,327,4.3,,1011.7,
2022-10-16,26.1,21.9,32,0,,312,2.2,,1013.6,
2022-10-17,26.1,21.7,31,0,,313,1.8,,1013.8,
2022-10-18,25.8,20,33,0,,311,3.1,,1012.3,
2022-10-19,26.8,21.8,33,0,,294,3.9,,1011.9,
2022-10-20,26.7,21.4,33,0,,44,3.3,,1013.5,
2022-10-21,26.3,20,32,0,,342,3.1,,1015.8,
2022-10-22,25.3,20,31,0,,303,6.4,,1017,
2022-10-23,24,18,31,0,,319,3.1,,1015.8,
2022-10-24,23.8,18,31,0,,317,4.4,,1011.3,
2022-10-25,23.9,18,30,0,,292,6.9,,1009.7,
2022-10-26,24.4,19,31,0,,325,2.5,,1013.2,
2022-10-27,24.6,19,31,0,,320,3.1,,1013.4,
2022-10-28,24.5,19,30,0,,2,1.5,,1013.4,
2022-10-29,24.1,20,30,0,,342,1.7,,1014.5,
2022-10-30,23.6,18,30,0,,327,2.8,,1014.7,
2022-10-31,23.6,19,30,0,,341,1.1,,1014.5,
2022-11-01,25.1,19,32,0,,42,3.3,,1014.4,
2022-11-02,24.3,19,30,0,,319,5.6,,1012.7,
2022-11-03,24.3,18.8,31,0,,322,3,,1012.4,
2022-11-04,24.9,20.8,31,0,,44,3.1,,1013.6,
2022-11-05,24.4,20,29,0,,94,8.3,,1015.5,
2022-11-06,25,20,30,0,,105,7,,1015.8,
2022-11-07,25.1,20,32,0,,32,3.7,,1015,
2022-11-08,24,21,28.2,0,,342,6.3,,1015.8,
2022-11-09,23.6,19,29,6.7,,62,3.7,,1016,
2022-11-10,23.6,20,28,1.8,,323,4.7,,1017,
2022-11-11,21.8,17,27,0,,277,8,,1017.5,
2022-11-12,21.4,16,27,0,,266,8.6,,1016.9,
2022-11-13,20.9,16,27,0,,310,5.1,,1015.4,
2022-11-14,22.9,18,29,0,,23,3.8,,1015.9,
2022-11-15,22.3,19,27.2,0,,325,2.7,,1015.7,
2022-11-16,20.9,16,26,0,,290,8.8,,1014.9,
2022-11-17,19,14,24,0,,271,8.6,,1014.9,
2022-11-18,18.8,14,25,0,,304,5.3,,1016.1,
2022-11-19,18.9,14,25.4,0,,340,2.1,,1016.8,
2022-11-20,19.1,14,25.6,0,,307,4.5,,1015.4,
2022-11-21,19,13,26,0,,287,5.9,,1014.3,
2022-11-22,18.8,13,25,0,,268,5.9,,1014.3,
2022-11-23,18.9,13,26,0,,296,6.6,,1014.6,
2022-11-24,18.7,12,25,0,,301,5.3,,1014.5,
2022-11-25,18.8,12,26,0,,333,2.8,,1016.7,
2022-11-26,18,12,25,0,,292,5.2,,1013.7,
2022-11-27,17.7,12,25,0,,332,2.4,,1011.9,
2022-11-28,18,12.8,25,0,,342,1.4,,1013.5,
2022-11-29,18,12.8,25,0,,355,0.6,,1015.5,
2022-11-30,17.8,13,25,0,,304,3.9,,1016.7,
2022-12-01,17.6,12.8,24,0,,315,3.6,,1015.5,
2022-12-02,18,12.8,25,0,,320,2,,1014.6,
2022-12-03,18.1,13,24,0,,356,0.7,,1015.3,
2022-12-04,17.7,13.6,23,0,,310,3.1,,1016,
2022-12-05,16.8,12,23,0,,342,2.2,,1017.6,
2022-12-06,16.3,11,23,0,,261,7.6,,1016.5,
2022-12-07,16.4,11,23,0,,262,9.6,,1015.8,
2022-12-08,17,11.4,24,0,,302,6.6,,1016.4,
2022-12-09,17.4,11,25,0,,334,3,,1015.3,
2022-12-10,17.9,11,26,0,,328,3.3,,1015.6,
2022-12-11,18.3,12,26,0,,281,5.4,,1015.8,
2022-12-12,17.7,12,25,0,,271,7.3,,1015,
2022-12-13,17.8,12,25,0,,280,9,,1016.5,
2022-12-14,16.7,11,23,0,,268,10.8,,1016.2,
2022-12-15,15.4,10,22,0,,271,7.5,,1015.2,
2022-12-16,15.1,10,21,0,,286,4.5,,1014.2,
2022-12-17,15.3,10,22,0,,326,3.7,,1016.1,
2022-12-18,15.3,10,23,0,,334,2.7,,1016.3,
2022-12-19,14.8,9,21,0,,309,3.8,,1014.8,
2022-12-20,13.7,8,21,0,,293,5,,1014.2,
2022-12-21,13.7,10,19,0,,322,3.9,,1015.8,
2022-12-22,12.3,8,19,0,,307,4.9,,1015.4,
2022-12-23,12.7,8,19,0,,351,4.6,,1014.5,
2022-12-24,11.6,7,17,0,,268,7,,1016.3,
2022-12-25,10,6,15,0,,272,9.2,,1017.3,
2022-12-26,9,7,13,0,,280,7,,1019,
2022-12-27,10.3,7,16,0,,259,9.3,,1018.4,
2022-12-28,13.1,7,20.8,0,,250,9.1,,1017.8,
2022-12-29,14.9,9.8,21.8,0,,4,4.4,,1018.5,
2022-12-30,15.8,12,21,0,,108,8.1,,1019,
2022-12-31,14,11.2,18,0,,273,11.6,,1020,
2023-01-01,13.4,9,19,0,,310,3.6,,1020.8,
2023-01-02,12.4,9,17,0,,20,3.4,,1021.7,
2023-01-03,11.3,9,15,0,,286,6.3,,1022.5,
2023-01-04,9.8,7,13.8,0.8,,298,6.1,,1023,
2023-01-05,9.2,7,13.2,4.1,,297,3.6,,1024,
2023-01-06,9,7,14,0,,320,3.9,,1024.4,
2023-01-07,8.1,5,14,0,,279,5.7,,1022.3,
2023-01-08,9.2,4,15,0,,277,4.7,,1019.9,
2023-01-09,11.1,7,16.2,0,,344,2.8,,1020.5,
2023-01-10,11.2,7,17,0,,280,6.4,,1019.6,
2023-01-11,12.1,8,20.4,0,,75,8.7,,1015,
2023-01-12,14.6,10,21.1,0,,99,9.9,,1012.4,
2023-01-13,15,12,20.4,1.5,,94,9.3,,1013.6,
2023-01-14,12.9,10,17,0,,275,13,,1017,
2023-01-15,10.5,5,16,0,,273,9.9,,1016,
2023-01-16,10.9,5,17,0,,305,5.6,,1017.1,
2023-01-17,10.9,6,18,0,,287,6.3,,1017.9,
2023-01-18,11.1,6,18,0,,331,3.4,,1019.5,
2023-01-19,14.3,9,20,0.2,,307,3.6,,1019.3,
2023-01-20,16.2,11,22,0,,348,8.4,,1017.6,
2023-01-21,15.2,10,21,0,,334,3,,1016.9,
2023-01-22,15.7,10,22.2,0,,25,2.9,,1016.3,
2023-01-23,17,10,24.4,0,,31,4.2,,1015.5,
2023-01-24,17.3,15,20.4,5.1,,99,9.9,,1014.2,
2023-01-25,15.6,13,18.8,0.9,,292,5.8,,1016.2,
2023-01-26,14.1,11.6,16,0,,275,10.2,,1018.8,
2023-01-27,12.9,7,19.2,0,,266,10,,1018.7,
2023-01-28,13.7,5,22,0,,277,7.4,,1015.4,
2023-01-29,13.2,10,17,2.8,,73,5.9,,1015.3,
2023-01-30,14.7,11.8,18.6,25.9,,53,8.1,,1018.3,
2023-01-31,14.1,12,19.7,0,,277,10.8,,1019.3,
2023-02-01,14.2,10,20,0,,273,13.4,,1018.1,
2023-02-02,15.5,9,23,0,,271,9.9,,1016.9,
2023-02-03,16.1,9,23,0,,282,6.5,,1016.6,
2023-02-04,17.4,12,24,0,,273,8.8,,1014.4,
2023-02-05,17.7,12,25,0,,285,6.5,,1013,
2023-02-06,19.9,13,27.2,0,,118,5.7,,1012,
2023-02-07,18.4,13,24,0,,291,10.8,,1012.1,
2023-02-08,17.1,11,24,0,,270,8.8,,1014.5,
2023-02-09,19.5,12,28,0,,228,7.4,,1012.6,
2023-02-10,21.2,14,28,0,,107,6.3,,1011.5,
2023-02-11,20.3,16,26.2,0,,306,7.8,,1013.9,
2023-02-12,17.3,12,22.2,0,,276,11.9,,1018.2,
2023-02-13,15.3,9,22,0,,271,18,,1016.3,
2023-02-14,17,11,24,0,,265,9.8,,1016.2,
2023-02-15,18.4,11,27,0,,277,9.1,,1013.6,
2023-02-16,20.1,14,27,0,,306,3.8,,1015.1,
2023-02-17,21.4,16,28,0,,358,2.8,,1016.1,
2023-02-18,21,15,28,0,,318,3.6,,1015.6,
2023-02-19,22,15,30,0,,359,2.8,,1014.5,
2023-02-20,23.9,17,32,0,,110,7.2,,1011.3,
2023-02-21,23,17,29,0,,247,8.7,,1010.9,
2023-02-22,21.1,16,27,0,,288,5.5,,1013.2,
2023-02-23,20.9,15,28.2,0,,270,9.1,,1013.4,
2023-02-24,20.9,14,28.8,0,,300,5.9,,1015,
2023-02-25,22.1,15,29,0,,315,4.7,,1016.7,
2023-02-26,23.5,17,30.4,0,,336,5.3,,1018.3,
2023-02-27,23.5,18,30.4,0,,311,5.2,,1017.7,
2023-02-28,23.1,18,30,0,,344,6.6,,1017.9,
2023-03-01,23.3,17.8,29.5,0.3,,5,6.8,,1019,
2023-03-02,24.1,17.3,30.6,0.3,,320,5,,1019.3,
2023-03-03,25.1,17,31.3,0,,287,9.3,,1019.6,
2023-03-04,22.4,19,26.2,0,,273,9.9,,1019.9,
2023-03-05,23.6,18,30,0,,285,9.8,,1018.9,
2023-03-06,23.2,17,29,0,,290,8.7,,1016.4,
2023-03-07,23.6,17.8,30,0,,328,4.1,,1016,
2023-03-08,23.6,18,29,0,,344,4.8,,1017.3,
2023-03-09,24.3,20,29.8,0,,283,6.9,,1017.1,
2023-03-10,23.8,18,29.4,0,,297,7.3,,1016.2,
2023-03-11,24.6,18,31.8,0,,321,4.5,,1015.7,
2023-03-12,25.7,18,33,0,,337,4.7,,1015,
2023-03-13,26.2,20,33,0,,333,4.4,,1013.6,
2023-03-14,25.9,20,32,0,,289,6.6,,1010.8,
2023-03-15,26.5,20,33.6,0,,338,2.9,,1009.5,
2023-03-16,26.7,22,32.4,0.2,,102,7.1,,1010.2,
2023-03-17,24.4,21,29,0.8,,85,5.8,,1012.1,
2023-03-18,19.6,18,29.6,1,,83,9.9,,1011.6,
2023-03-19,20.7,17,27,5.1,,23,4.3,,1009.5,
2023-03-20,19.3,16,27,30,,43,7.9,,1008.4,
2023-03-21,20.1,15.7,26.1,16,,350,5.5,,1009.5,
2023-03-22,21.5,16.8,28,0,,286,4.7,,1011,
2023-03-23,23.5,17,29.2,0,,310,5,,1009.6,
2023-03-24,22.3,18.4,28,3.2,,76,9.9,,1009.4,
2023-03-25,23.3,17,29.1,15,,81,9.8,,1012,
2023-03-26,24.2,17.8,30.4,0,,341,8.6,,1011.7,
2023-03-27,23,18,27.8,0,,297,8.4,,1011,
2023-03-28,24.5,18,30,0,,305,7.2,,1010.7,
2023-03-29,25.3,20,32,0,,74,5.9,,1010.9,
2023-03-30,23.9,18,32.2,1.9,,26,9,,1009.4,
2023-03-31,20.8,18,25.8,10.1,,76,7.8,,1009.2,
2023-04-01,21.1,17,28,0.8,,49,3.6,,1009.8,
2023-04-02,23.5,17.8,29,0.4,,313,6.5,,1008.7,
2023-04-03,24.9,20,30.8,0,,23,6.4,,1007.5,
2023-04-04,24.9,19,31.6,0,,296,9.5,,1009.8,
2023-04-05,25.4,19,32,0,,303,7.9,,1010.5,
2023-04-06,26.6,19.6,33.2,0,,319,9.4,,1012.9,
2023-04-07,26.4,21,32.8,0,,300,8.7,,1014.4,
2023-04-08,26.6,19,33,0,,304,6.4,,1014.9,
2023-04-09,27.7,20,35,0,,314,5.2,,1014.7,
2023-04-10,27.5,20.8,34,0,,309,5.5,,1012.8,
2023-04-11,28.7,22,36,0,,295,6.9,,1012.1,
2023-04-12,29.8,24,36,0,,292,8.3,,1011.5,
2023-04-13,30.7,22.5,39.2,0,,303,5.2,,1009.7,
2023-04-14,31.3,24,38.8,0,,309,5.6,,1008.9,
2023-04-15,32.6,25,40.2,0,,297,3.5,,1008.2,
2023-04-16,32.9,25,40,0,,262,7.1,,1007.3,
2023-04-17,32.6,25.1,40.5,0,,303,4.3,,1007.2,
2023-04-18,33.3,26.4,40,0,,295,6.2,,1008.3,
2023-04-19,31.4,25,37.4,0,,324,9.8,,1006.1,
2023-04-20,29.3,25,35.8,0,,267,8.8,,1003.4,
2023-04-21,29.2,23,35.6,0,,18,9.2,,1004.3,
2023-04-22,29.5,23,36.6,0,,22,9.2,,1005.5,
2023-04-23,26.4,24,36.6,0,,319,12.3,,1007.6,
2023-04-24,26.8,21,33,0,,67,9.3,,1010.7,
2023-04-25,27.8,22,35,0,,102,8.7,,1011.8,
2023-04-26,29.5,23,36,0,,105,5.9,,1008.7,
2023-04-27,30.4,24,37.4,0,,150,8.2,,1008.2,
2023-04-28,28,23.4,38.1,0,,68,7,,1009.3,
2023-04-29,27.8,24.8,32,0.6,,240,8.6,,1008.3,
2023-04-30,24.7,23,32.5,0,,13,6.1,,1007.6,
2023-05-01,21.6,20,29.4,0,,76,9.8,,1008.1,
2023-05-02,23.1,20.2,27.3,0.5,,82,10.7,,1009.6,
2023-05-03,22.6,20.2,32,0,,87,8.3,,1010.5,
2023-05-04,25.7,18.7,32.1,14,,42,4.9,,1010.3,
2023-05-05,28.4,22.2,34.1,0,,293,5.1,,1008.3,
2023-05-06,28.9,23,35,0.2,,284,7.9,,1006.7,
2023-05-07,29.3,23.9,38,0,,333,9.7,,1005.3,
2023-05-08,29.6,23,38,2,,94,11.4,,1005,
2023-05-09,30.8,22.5,37.4,0,,300,8.3,,1007.1,
2023-05-10,30.6,23.8,37.4,0,,292,10.4,,1006.8,
2023-05-11,31.6,24,39,0,,303,4.5,,1007.1,
2023-05-12,33.5,25,42.2,0,,324,5.7,,1005.8,
2023-05-13,34,26,40.8,0,,80,8.1,,1005.3,
2023-05-14,33.9,29,40.8,0,,349,7.5,,1002.3,
2023-05-15,34.1,27,41,0,,252,11.9,,1002.3,
2023-05-16,33.6,28,39.6,0,,266,11.8,,1004.3,
2023-05-17,33.4,29,41,0,,264,8.5,,1005.5,
2023-05-18,29.8,24,37.3,0.3,,318,14,,1009.9,
2023-05-19,32.4,25.4,38.8,0,,282,11.4,,1006.9,
2023-05-20,34,27,40.8,0,,283,8.9,,1004.5,
2023-05-21,36.2,28,43.2,0,,316,6.9,,1004.5,
2023-05-22,37.4,31,44,0,,261,11.3,,1004.7,
2023-05-23,37.1,32,44,0,,263,14.5,,1004.8,
2023-05-24,30.1,26,33.8,2.4,,109,12.3,,1006.1,
2023-05-25,28.9,22,36,9.4,,305,10.6,,1005.7,
2023-05-26,28.3,23,33,0,,245,7.9,,1006.6,
2023-05-27,27.1,20,34.4,19.1,,135,9.1,,1006.2,
2023-05-28,29.3,26,35,0,,124,6.4,,1007.1,
2023-05-29,26.6,23,35.4,0,,356,7.2,,1009.1,
2023-05-30,27.2,22,35.6,0.8,,252,7.3,,1008.7,
2023-05-31,24.7,22,35.6,19.1,,270,7.7,,1008,
2023-06-01,26.2,22,31.5,0.8,,324,6.3,,1007.5,
2023-06-02,29,22.8,34.3,0.3,,305,6.8,,1006.4,
2023-06-03,30.6,25,36.1,0,,314,5,,1006.2,
2023-06-04,29.5,25,36.1,0.3,,271,6.6,,1005.8,
2023-06-05,31.6,26,38.3,0,,282,7.7,,1004.4,
2023-06-06,31.8,25,39.2,0,,297,8,,1004.1,
2023-06-07,32.6,27,38.4,0,,281,7.7,,1004,
2023-06-08,34.3,28,40.2,0,,301,8.1,,1003.3,
2023-06-09,34,29,40.6,0,,259,10.9,,1000.4,
2023-06-10,34.6,29.2,42,0,,259,10.1,,998.8,
2023-06-11,33,26.2,39,1,,277,11.8,,999.9,
2023-06-12,35.4,29,40.8,0,,275,12.1,,998.8,
2023-06-13,36.6,31.8,41.4,0,,265,16.6,,998.8,
2023-06-14,35.3,30,40.6,0,,276,13.9,,999.7,
2023-06-15,33.5,29,37.4,0,,280,13.4,,1001.2,
2023-06-16,32.2,28,39.4,0.5,,261,9.6,,1001.1,
2023-06-17,32.5,29.8,37.2,0,,253,6.4,,1001.1,
2023-06-18,31.2,29,35,1.4,,112,8.7,,1000.9,
2023-06-19,28.5,25.4,34,10.9,,51,7.9,,999.9,
2023-06-20,31.3,26,36.6,4.1,,65,8.8,,999.9,
2023-06-21,31,25.5,36.2,0.5,,221,8.1,,1001,
2023-06-22,32.9,29,37.2,0,,255,6.7,,1001,
2023-06-23,32.8,26.2,37.2,41.9,,185,7.3,,1000.7,
2023-06-24,31.6,30,37,0,,104,10.1,,1000,
2023-06-25,26.1,23.7,28.7,30,,80,8.3,,1002.2,
