Date,Hour,Hourly Demand Met (in MW)
2022-05-13,13,5997.65
2022-05-13,14,6506.13
2022-05-13,15,6772.95
2022-05-13,16,6640.67
2022-05-13,17,6189.13
2022-05-13,18,5835.23
2022-05-13,19,5719.72
2022-05-13,20,5915.12
2022-05-13,21,6185.93
2022-05-13,22,6614.47
2022-05-13,23,6817.45
2022-05-14,0,6652.04
2022-05-14,1,6304.01
2022-05-14,2,5988.47
2022-05-14,3,5606.69
2022-05-14,4,5286.36
2022-05-14,5,4956.35
2022-05-14,6,4616.73
2022-05-14,7,4423.34
2022-05-14,8,4350.11
2022-05-14,9,4564.75
2022-05-14,10,4954.45
2022-05-14,11,5177.47
2022-05-14,12,5348.09
2022-05-14,13,5451.23
2022-05-14,14,5896.24
2022-05-14,15,6177.7
2022-05-14,16,6078.3
2022-05-14,17,5740.35
2022-05-14,18,5250.69
2022-05-14,19,5129.26
2022-05-14,20,5261.05
2022-05-14,21,5511.26
2022-05-14,22,6004.19
2022-05-14,23,6387.01
2022-05-15,0,6306.37
2022-05-15,1,6012.84
2022-05-15,2,5703.47
2022-05-15,3,5408.26
2022-05-15,4,5089.32
2022-05-15,5,4707.13
2022-05-15,6,4349.4
2022-05-15,7,4157.73
2022-05-15,8,4023.67
2022-05-15,9,4105.82
2022-05-15,10,4374.22
2022-05-15,11,4697.01
2022-05-15,12,4994.4
2022-05-15,13,5203.76
2022-05-15,14,5623.91
2022-05-15,15,5898.62
2022-05-15,16,5842.3
2022-05-15,17,5444.91
2022-05-15,18,5061.83
2022-05-15,19,5026.8
2022-05-15,20,5308.6
2022-05-15,21,5710
2022-05-15,22,6317.17
2022-05-15,23,6697.19
2022-05-16,0,6620.82
2022-05-16,1,6349.81
2022-05-16,2,6082.02
2022-05-16,3,5728.63
2022-05-16,4,5340.78
2022-05-16,5,5030.2
2022-05-16,6,4653.2
2022-05-16,7,4423.43
2022-05-16,8,4266.83
2022-05-16,9,4438.82
2022-05-16,10,4770.44
2022-05-16,11,5047.76
2022-05-16,12,5315.75
2022-05-16,13,5482.94
2022-05-16,14,5945.77
2022-05-16,15,6232.35
2022-05-16,16,6179.24
2022-05-16,17,5845.44
2022-05-16,18,5374.41
2022-05-16,19,5259.09
2022-05-16,20,5411.8
2022-05-16,21,5609.21
2022-05-16,22,6136.56
2022-05-16,23,6505.04
2022-05-17,0,6313.02
2022-05-17,1,5969.21
2022-05-17,2,5636.64
2022-05-17,3,5344.63
2022-05-17,4,5031.71
2022-05-17,5,4722.46
2022-05-17,6,4437.74
2022-05-17,7,4309.35
2022-05-17,8,4349.61
2022-05-17,9,4693.54
2022-05-17,10,5204.54
2022-05-17,11,5480.87
2022-05-17,12,5685.83
2022-05-17,13,5782.06
2022-05-17,14,6250.93
2022-05-17,15,6533.48
2022-05-17,16,6445.47
2022-05-17,17,6106.05
2022-05-17,18,5612.69
2022-05-17,19,5375.29
2022-05-17,20,5571.5
2022-05-17,21,5891.84
2022-05-17,22,6406.7
2022-05-17,23,6732.28
2022-05-18,0,6598.01
2022-05-18,1,6278.36
2022-05-18,2,5937.29
2022-05-18,3,5637.57
2022-05-18,4,5285.68
2022-05-18,5,4960.15
2022-05-18,6,4640.06
2022-05-18,7,4507.08
2022-05-18,8,4536.65
2022-05-18,9,4840.63
2022-05-18,10,5378.45
2022-05-18,11,5675.92
2022-05-18,12,5836.84
2022-05-18,13,5911.37
2022-05-18,14,6316.03
2022-05-18,15,6617.63
2022-05-18,16,6484.69
2022-05-18,17,6088.51
2022-05-18,18,5536.26
2022-05-18,19,5385.64
2022-05-18,20,5495.53
2022-05-18,21,5667.08
2022-05-18,22,6191.11
2022-05-18,23,6524.19
2022-05-19,0,6407.9
2022-05-19,1,6060.84
2022-05-19,2,5700.98
2022-05-19,3,5403.7
2022-05-19,4,5114.68
2022-05-19,5,4819.78
2022-05-19,6,4570.66
2022-05-19,7,4492.79
2022-05-19,8,4522.46
2022-05-19,9,4886.45
2022-05-19,10,5436.12
2022-05-19,11,5789.74
2022-05-19,12,6021.37
2022-05-19,13,6137.45
2022-05-19,14,6584.37
2022-05-19,15,6790.33
2022-05-19,16,6608.16
2022-05-19,17,6253.94
2022-05-19,18,5729.57
2022-05-19,19,5653.44
2022-05-19,20,5878.85
2022-05-19,21,6213.48
2022-05-19,22,6752.77
2022-05-19,23,7035.5
2022-05-20,0,6862.36
2022-05-20,1,6551.2
2022-05-20,2,6177.67
2022-05-20,3,5889.81
2022-05-20,4,5584.06
2022-05-20,5,5207.89
2022-05-20,6,4878.65
2022-05-20,7,4722.53
2022-05-20,8,4719.05
2022-05-20,9,5004.76
2022-05-20,10,5535.01
2022-05-20,11,5862.07
2022-05-20,12,6112.7
2022-05-20,13,6191.29
2022-05-20,14,6631.82
2022-05-20,15,6869.14
2022-05-20,16,6675.7
2022-05-20,17,6266.51
2022-05-20,18,5855.29
2022-05-20,19,5473.39
2022-05-20,20,5464.77
2022-05-20,21,5434.19
2022-05-20,22,6024.34
2022-05-20,23,6405.33
2022-05-21,0,6374.31
2022-05-21,1,6209.54
2022-05-21,2,6020.51
2022-05-21,3,5707.96
2022-05-21,4,5393.72
2022-05-21,5,5071.76
2022-05-21,6,4745.14
2022-05-21,7,4553.18
2022-05-21,8,4501.43
2022-05-21,9,4659.87
2022-05-21,10,4977.91
2022-05-21,11,5242.02
2022-05-21,12,5503.21
2022-05-21,13,5611
2022-05-21,14,6050.69
2022-05-21,15,6335.65
2022-05-21,16,6192.46
2022-05-21,17,5647.89
2022-05-21,18,5200.61
2022-05-21,19,4833.76
2022-05-21,20,4801.24
2022-05-21,21,4789.83
2022-05-21,22,5270.28
2022-05-21,23,5794.27
2022-05-22,0,5716.07
2022-05-22,1,5463.07
2022-05-22,2,5172.99
2022-05-22,3,4871.99
2022-05-22,4,4596.82
2022-05-22,5,4334.96
2022-05-22,6,4090.92
2022-05-22,7,3962.49
2022-05-22,8,3879.05
2022-05-22,9,3946.44
2022-05-22,10,4187.04
2022-05-22,11,4391.22
2022-05-22,12,4604.97
2022-05-22,13,4722.35
2022-05-22,14,5126.84
2022-05-22,15,5367.9
2022-05-22,16,5320.72
2022-05-22,17,5058.74
2022-05-22,18,4852.13
2022-05-22,19,4631.42
2022-05-22,20,4797.04
2022-05-22,21,5028.77
2022-05-22,22,5584.9
2022-05-22,23,6043.29
2022-05-23,0,5969.22
2022-05-23,1,5669.24
2022-05-23,2,5336.51
2022-05-23,3,5052.54
2022-05-23,4,4703.47
2022-05-23,5,4133.62
2022-05-23,6,3087.28
2022-05-23,7,3014.28
2022-05-23,8,3646.64
2022-05-23,9,3246.53
2022-05-23,10,3906.28
2022-05-23,11,4391.22
2022-05-23,12,4604.97
2022-05-23,13,4722.35
2022-05-23,14,5126.84
2022-05-23,15,4380.63
2022-05-23,16,4326.81
2022-05-23,17,4182.31
2022-05-23,18,4070.06
2022-05-23,19,4000.94
2022-05-23,20,3875.26
2022-05-23,21,3785.68
2022-05-23,22,3899.41
2022-05-23,23,3569.36
2022-05-24,0,3363.14
2022-05-24,1,3223.74
2022-05-24,2,3107.87
2022-05-24,3,3007.49
2022-05-24,4,2955.32
2022-05-24,5,2955.45
2022-05-24,6,3043.94
2022-05-24,7,3189.99
2022-05-24,8,3332.71
2022-05-24,9,3671.32
2022-05-24,10,4087.62
2022-05-24,11,4268.11
2022-05-24,12,4311.22
2022-05-24,13,4221.97
2022-05-24,14,4395.31
2022-05-24,15,4508.06
2022-05-24,16,4487.95
2022-05-24,17,4476.17
2022-05-24,18,4314.87
2022-05-24,19,4275.94
2022-05-24,20,4169.64
2022-05-24,21,4083.59
2022-05-24,22,4260.01
2022-05-24,23,4383.68
2022-05-25,0,4277.43
2022-05-25,1,4024.14
2022-05-25,2,3810.03
2022-05-25,3,3623.74
2022-05-25,4,3490.37
2022-05-25,5,3381.28
2022-05-25,6,3384.73
2022-05-25,7,3498.89
2022-05-25,8,3652.07
2022-05-25,9,4006.28
2022-05-25,10,4407.49
2022-05-25,11,4503.78
2022-05-25,12,4488.49
2022-05-25,13,4553.98
2022-05-25,14,4717.64
2022-05-25,15,4804.02
2022-05-25,16,4625.65
2022-05-25,17,4695.93
2022-05-25,18,4467.49
2022-05-25,19,4382.45
2022-05-25,20,4299.66
2022-05-25,21,4226.58
2022-05-25,22,4454.01
2022-05-25,23,4667.97
2022-05-26,0,4546.1
2022-05-26,1,4287.66
2022-05-26,2,4037.96
2022-05-26,3,3821.93
2022-05-26,4,3654.84
2022-05-26,5,3543.15
2022-05-26,6,3506.33
2022-05-26,7,3612.65
2022-05-26,8,3721.64
2022-05-26,9,4086.99
2022-05-26,10,4530.36
2022-05-26,11,4728.96
2022-05-26,12,4776.92
2022-05-26,13,4699.21
2022-05-26,14,4945.35
2022-05-26,15,5088.3
2022-05-26,16,5094.63
2022-05-26,17,4988.61
2022-05-26,18,4693.23
2022-05-26,19,4580.25
2022-05-26,20,4545.22
2022-05-26,21,4545.31
2022-05-26,22,4907.19
2022-05-26,23,5182.91
2022-05-27,0,5066.47
2022-05-27,1,4767.13
2022-05-27,2,4491.18
2022-05-27,3,4252.39
2022-05-27,4,4061.61
2022-05-27,5,3891.56
2022-05-27,6,3799.66
2022-05-27,7,3873.06
2022-05-27,8,3972.43
2022-05-27,9,4354.14
2022-05-27,10,4819.23
2022-05-27,11,5056.07
2022-05-27,12,5185.92
2022-05-27,13,5195.09
2022-05-27,14,5493.89
2022-05-27,15,5752.49
2022-05-27,16,5548.01
2022-05-27,17,5158.84
2022-05-27,18,4851.51
2022-05-27,19,4760.19
2022-05-27,20,4682.75
2022-05-27,21,4843.18
2022-05-27,22,5197.07
2022-05-27,23,5438.64
2022-05-28,0,5321.61
2022-05-28,1,5041.25
2022-05-28,2,4689.62
2022-05-28,3,4515.56
2022-05-28,4,4323.65
2022-05-28,5,4120.26
2022-05-28,6,3969.78
2022-05-28,7,3943.75
2022-05-28,8,4000.14
2022-05-28,9,4176.14
2022-05-28,10,4639.99
2022-05-28,11,4913.03
2022-05-28,12,5129.86
2022-05-28,13,5230.77
2022-05-28,14,5559.43
2022-05-28,15,5757.85
2022-05-28,16,5624.61
2022-05-28,17,5450.88
2022-05-28,18,5146.33
2022-05-28,19,4981.1
2022-05-28,20,5199.15
2022-05-28,21,5585.39
2022-05-28,22,5977.5
2022-05-28,23,6169.57
2022-05-29,0,5909.17
2022-05-29,1,5608.84
2022-05-29,2,5325.06
2022-05-29,3,5055.43
2022-05-29,4,4806.19
2022-05-29,5,4516.85
2022-05-29,6,4258.35
2022-05-29,7,4154.23
2022-05-29,8,4053.78
2022-05-29,9,4173.05
2022-05-29,10,4483.9
2022-05-29,11,4785.21
2022-05-29,12,5056.84
2022-05-29,13,5170.66
2022-05-29,14,5524.73
2022-05-29,15,5723.99
2022-05-29,16,5618.16
2022-05-29,17,5301.04
2022-05-29,18,4786.02
2022-05-29,19,4391.97
2022-05-29,20,4557.56
2022-05-29,21,4774.94
2022-05-29,22,5271.04
2022-05-29,23,5633.68
2022-05-30,0,5617.4
2022-05-30,1,5375.74
2022-05-30,2,5118
2022-05-30,3,4861.28
2022-05-30,4,4667.69
2022-05-30,5,4441.31
2022-05-30,6,4246.15
2022-05-30,7,4235.82
2022-05-30,8,4332.95
2022-05-30,9,4684.72
2022-05-30,10,5259.46
2022-05-30,11,5549.65
2022-05-30,12,5752.48
2022-05-30,13,5891.94
2022-05-30,14,6242.36
2022-05-30,15,6410.74
2022-05-30,16,5492.79
2022-05-30,17,4299.1
2022-05-30,18,4378.02
2022-05-30,19,4385.23
2022-05-30,20,4495.59
2022-05-30,21,4704.1
2022-05-30,22,5141.05
2022-05-30,23,5426.21
2022-05-31,0,5302.51
2022-05-31,1,5048.6
2022-05-31,2,4776.58
2022-05-31,3,4550.46
2022-05-31,4,4329.15
2022-05-31,5,4134.26
2022-05-31,6,4021.52
2022-05-31,7,4027.56
2022-05-31,8,4101.92
2022-05-31,9,4358.76
2022-05-31,10,4854.46
2022-05-31,11,5091.62
2022-05-31,12,5283.7
2022-05-31,13,5355.51
2022-05-31,14,5607.57
2022-05-31,15,5793.75
2022-05-31,16,5821.98
2022-05-31,17,5596.87
2022-05-31,18,5209.85
2022-05-31,19,5092.28
2022-05-31,20,5194.35
2022-05-31,21,5437.25
2022-05-31,22,5903.45
2022-05-31,23,6165.01
2022-06-01,0,5966.69
2022-06-01,1,5633.35
2022-06-01,2,5302.4
2022-06-01,3,4998.14
2022-06-01,4,4701.36
2022-06-01,5,4368.07
2022-06-01,6,4159.32
2022-06-01,7,4104.88
2022-06-01,8,4172.47
2022-06-01,9,4496.75
2022-06-01,10,4987.57
2022-06-01,11,5239.7
2022-06-01,12,5386.05
2022-06-01,13,5434.82
2022-06-01,14,5802.64
2022-06-01,15,6052.76
2022-06-01,16,5917.14
2022-06-01,17,5560.65
2022-06-01,18,5141.88
2022-06-01,19,4933.48
2022-06-01,20,4984.28
2022-06-01,21,5204.9
2022-06-01,22,5771.53
2022-06-01,23,6203.39
2022-06-02,0,6096.9
2022-06-02,1,5805.63
2022-06-02,2,5462.5
2022-06-02,3,5140.93
2022-06-02,4,4829.61
2022-06-02,5,4538.76
2022-06-02,6,4281.57
2022-06-02,7,4193.09
2022-06-02,8,4230.44
2022-06-02,9,4586.78
2022-06-02,10,5406.74
2022-06-02,11,5445.26
2022-06-02,12,5642.47
2022-06-02,13,5692.67
2022-06-02,14,6074.17
2022-06-02,15,6220.16
2022-06-02,16,6168
2022-06-02,17,5833.5
2022-06-02,18,5404.2
2022-06-02,19,5216.39
2022-06-02,20,5295.08
2022-06-02,21,5515.8
2022-06-02,22,6111.46
2022-06-02,23,6498.04
2022-06-03,0,6334.09
2022-06-03,1,5995.46
2022-06-03,2,5633.06
2022-06-03,3,5311.15
2022-06-03,4,4985.92
2022-06-03,5,4675.54
2022-06-03,6,4377.42
2022-06-03,7,4183.01
2022-06-03,8,4229.04
2022-06-03,9,4544.89
2022-06-03,10,5199.56
2022-06-03,11,5457.28
2022-06-03,12,5608
2022-06-03,13,5658.37
2022-06-03,14,6079.19
2022-06-03,15,6330.04
2022-06-03,16,6287.32
2022-06-03,17,5923.51
2022-06-03,18,5451.66
2022-06-03,19,5235.72
2022-06-03,20,5342.29
2022-06-03,21,5599.29
2022-06-03,22,6201.62
2022-06-03,23,6574.9
2022-06-04,0,6474.67
2022-06-04,1,6162.1
2022-06-04,2,5798.28
2022-06-04,3,5430.96
2022-06-04,4,5104.8
2022-06-04,5,4799.99
2022-06-04,6,4478.16
2022-06-04,7,4272.35
2022-06-04,8,4220.38
2022-06-04,9,4452.41
2022-06-04,10,4902.16
2022-06-04,11,5153.1
2022-06-04,12,5389.12
2022-06-04,13,5485.86
2022-06-04,14,5890.42
2022-06-04,15,6161.13
2022-06-04,16,6075.75
2022-06-04,17,5755.93
2022-06-04,18,5284.35
2022-06-04,19,5062.26
2022-06-04,20,5276.39
2022-06-04,21,5574.69
2022-06-04,22,6161.3
2022-06-04,23,6544.61
2022-06-05,0,6486.82
2022-06-05,1,6212.04
2022-06-05,2,5859.22
2022-06-05,3,5527.08
2022-06-05,4,5182.25
2022-06-05,5,4838.43
2022-06-05,6,4436.85
2022-06-05,7,4215
2022-06-05,8,4073.11
2022-06-05,9,4111.4
2022-06-05,10,4380.49
2022-06-05,11,4667.2
2022-06-05,12,4959.04
2022-06-05,13,5150.7
2022-06-05,14,5510.69
2022-06-05,15,5878.86
2022-06-05,16,5799.35
2022-06-05,17,5429.55
2022-06-05,18,5060
2022-06-05,19,4927.94
2022-06-05,20,5192.27
2022-06-05,21,5607.92
2022-06-05,22,6246.53
2022-06-05,23,6674.05
2022-06-06,0,6571.83
2022-06-06,1,6292.83
2022-06-06,2,5958.27
2022-06-06,3,5609.14
2022-06-06,4,5282.59
2022-06-06,5,4898.29
2022-06-06,6,4517.17
2022-06-06,7,4382.27
2022-06-06,8,4402.45
2022-06-06,9,4707.95
2022-06-06,10,5218.51
2022-06-06,11,5563.62
2022-06-06,12,5789.1
2022-06-06,13,5929.9
2022-06-06,14,6343.12
2022-06-06,15,6583.37
2022-06-06,16,6490.54
2022-06-06,17,6135.67
2022-06-06,18,5581.91
2022-06-06,19,5295.38
2022-06-06,20,5417.25
2022-06-06,21,5743.44
2022-06-06,22,6357.66
2022-06-06,23,6813.67
2022-06-07,0,6706.9
2022-06-07,1,6440.07
2022-06-07,2,6126.69
2022-06-07,3,5852.23
2022-06-07,4,5526.59
2022-06-07,5,5179.23
2022-06-07,6,4776.38
2022-06-07,7,4611.83
2022-06-07,8,4585.74
2022-06-07,9,4857.55
2022-06-07,10,5342.39
2022-06-07,11,5632.06
2022-06-07,12,5885.01
2022-06-07,13,6038.86
2022-06-07,14,6518.46
2022-06-07,15,6818.07
2022-06-07,16,6344.46
2022-06-07,17,6164.3
2022-06-07,18,5756.01
2022-06-07,19,5449.8
2022-06-07,20,5549.05
2022-06-07,21,5875.21
2022-06-07,22,6497.73
2022-06-07,23,6842.16
2022-06-08,0,6792.65
2022-06-08,1,6507.34
2022-06-08,2,6177.06
2022-06-08,3,5851.34
2022-06-08,4,5513.92
2022-06-08,5,5141.53
2022-06-08,6,4762.63
2022-06-08,7,4582.95
2022-06-08,8,4529.21
2022-06-08,9,4844.49
2022-06-08,10,5362.47
2022-06-08,11,5684.97
2022-06-08,12,5948.14
2022-06-08,13,6039.31
2022-06-08,14,6438.68
2022-06-08,15,6804.35
2022-06-08,16,6826.63
2022-06-08,17,6467.76
2022-06-08,18,5868.49
2022-06-08,19,5471.85
2022-06-08,20,5494.45
2022-06-08,21,5731.27
2022-06-08,22,6287.37
2022-06-08,23,6816.64
2022-06-09,0,6836.97
2022-06-09,1,6560.77
2022-06-09,2,6219.85
2022-06-09,3,5889.24
2022-06-09,4,5555.09
2022-06-09,5,5177.88
2022-06-09,6,4795.14
2022-06-09,7,4633.26
2022-06-09,8,4616.57
2022-06-09,9,4937.06
2022-06-09,10,5521.53
2022-06-09,11,5859.55
2022-06-09,12,6114.41
2022-06-09,13,6244.45
2022-06-09,14,6685.86
2022-06-09,15,6992.7
2022-06-09,16,6847.94
2022-06-09,17,6432.11
2022-06-09,18,5929.72
2022-06-09,19,5700.47
2022-06-09,20,5854.77
2022-06-09,21,6181.39
2022-06-09,22,6713.61
2022-06-09,23,7127
2022-06-10,0,7043.03
2022-06-10,1,6763.11
2022-06-10,2,6439.42
2022-06-10,3,6121.96
2022-06-10,4,5785.42
2022-06-10,5,5394.57
2022-06-10,6,5013.64
2022-06-10,7,4848.73
2022-06-10,8,4839.41
2022-06-10,9,5162.78
2022-06-10,10,5739.26
2022-06-10,11,6083.52
2022-06-10,12,6313.8
2022-06-10,13,6480.36
2022-06-10,14,6897.18
2022-06-10,15,7114.78
2022-06-10,16,6926.01
2022-06-10,17,6513.3
2022-06-10,18,5883.3
2022-06-10,19,5539.03
2022-06-10,20,5612.66
2022-06-10,21,5916.58
2022-06-10,22,6531.78
2022-06-10,23,6986.34
2022-06-11,0,6959.33
2022-06-11,1,6689.94
2022-06-11,2,6383.77
2022-06-11,3,6067.34
2022-06-11,4,5744.93
2022-06-11,5,5337
2022-06-11,6,4915.88
2022-06-11,7,4675.67
2022-06-11,8,4542.36
2022-06-11,9,4684.26
2022-06-11,10,5130.15
2022-06-11,11,5490.38
2022-06-11,12,5923.92
2022-06-11,13,6202.74
2022-06-11,14,6591.04
2022-06-11,15,6816.58
2022-06-11,16,6679.23
2022-06-11,17,6190.8
2022-06-11,18,5601.84
2022-06-11,19,5222.24
2022-06-11,20,5419.38
2022-06-11,21,5756.37
2022-06-11,22,6360.66
2022-06-11,23,6800.44
2022-06-12,0,6811.6
2022-06-12,1,6562.6
2022-06-12,2,6277.49
2022-06-12,3,5968.46
2022-06-12,4,5639.55
2022-06-12,5,5246.37
2022-06-12,6,4824.88
2022-06-12,7,4591.97
2022-06-12,8,4434.63
2022-06-12,9,4518.2
2022-06-12,10,4789.03
2022-06-12,11,5106.87
2022-06-12,12,5412.14
2022-06-12,13,5615.69
2022-06-12,14,6079.85
2022-06-12,15,6417.01
2022-06-12,16,6294.7
2022-06-12,17,5868.25
2022-06-12,18,5408.21
2022-06-12,19,5245.03
2022-06-12,20,5526.71
2022-06-12,21,5976.14
2022-06-12,22,6664.72
2022-06-12,23,6961.16
2022-06-13,0,6972.69
2022-06-13,1,6776.09
2022-06-13,2,6526.79
2022-06-13,3,6257.87
2022-06-13,4,5960.95
2022-06-13,5,5593.72
2022-06-13,6,5148.18
2022-06-13,7,4925.74
2022-06-13,8,4890.15
2022-06-13,9,5168.31
2022-06-13,10,5679.05
2022-06-13,11,6037.97
2022-06-13,12,6354.05
2022-06-13,13,6485.74
2022-06-13,14,6889.74
2022-06-13,15,7254.45
2022-06-13,16,7121.42
2022-06-13,17,6629.07
2022-06-13,18,5975.81
2022-06-13,19,5640.2
2022-06-13,20,5809.4
2022-06-13,21,6151.94
2022-06-13,22,6717.51
2022-06-13,23,7164.76
2022-06-14,0,7092.79
2022-06-14,1,6829.06
2022-06-14,2,6498.84
2022-06-14,3,6177.73
2022-06-14,4,5887.04
2022-06-14,5,5482.26
2022-06-14,6,5043.72
2022-06-14,7,4686.37
2022-06-14,8,4661.88
2022-06-14,9,5032.33
2022-06-14,10,5543.19
2022-06-14,11,5866.62
2022-06-14,12,6256.36
2022-06-14,13,6438.03
2022-06-14,14,6861.25
2022-06-14,15,6976.71
2022-06-14,16,6745.81
2022-06-14,17,6252.54
2022-06-14,18,5740.41
2022-06-14,19,5551.45
2022-06-14,20,5720.2
2022-06-14,21,6020.65
2022-06-14,22,6593.03
2022-06-14,23,6918.58
2022-06-15,0,6799.22
2022-06-15,1,6498.39
2022-06-15,2,6126.71
2022-06-15,3,5814.29
2022-06-15,4,5513.67
2022-06-15,5,5155.57
2022-06-15,6,4809.58
2022-06-15,7,4733.83
2022-06-15,8,4766.82
2022-06-15,9,5130.55
2022-06-15,10,5651.83
2022-06-15,11,6155.33
2022-06-15,12,6421.51
2022-06-15,13,6563.86
2022-06-15,14,7024.01
2022-06-15,15,7309.22
2022-06-15,16,7175.37
2022-06-15,17,6724.52
2022-06-15,18,6064.31
2022-06-15,19,5731.33
2022-06-15,20,5880.08
2022-06-15,21,6125.66
2022-06-15,22,6726.29
2022-06-15,23,7181.17
2022-06-16,0,7058.62
2022-06-16,1,6451.15
2022-06-16,2,5798.39
2022-06-16,3,5589.04
2022-06-16,4,5454
2022-06-16,5,5187.64
2022-06-16,6,4857.6
2022-06-16,7,4754.13
2022-06-16,8,4623.76
2022-06-16,9,4871.36
2022-06-16,10,5515.45
2022-06-16,11,5878.23
2022-06-16,12,6102.27
2022-06-16,13,6171.87
2022-06-16,14,6518.83
2022-06-16,15,6831.36
2022-06-16,16,6781.83
2022-06-16,17,6549.98
2022-06-16,18,5908.87
2022-06-16,19,5565.86
2022-06-16,20,5504.75
2022-06-16,21,5699.96
2022-06-16,22,6242.98
2022-06-16,23,6679.62
2022-06-17,0,6661.16
2022-06-17,1,6359.38
2022-06-17,2,6040.44
2022-06-17,3,5712.85
2022-06-17,4,5258.96
2022-06-17,5,4828
2022-06-17,6,4394.43
2022-06-17,7,4205.27
2022-06-17,8,4216.88
2022-06-17,9,4434.44
2022-06-17,10,5007.95
2022-06-17,11,5325.9
2022-06-17,12,5787.54
2022-06-17,13,5758.27
2022-06-17,14,5681.03
2022-06-17,15,5595.75
2022-06-17,16,5638
2022-06-17,17,5156.23
2022-06-17,18,4850.61
2022-06-17,19,4742.39
2022-06-17,20,4776.16
2022-06-17,21,5283.32
2022-06-17,22,4886.95
2022-06-17,23,5345.08
2022-06-18,0,5264.8
2022-06-18,1,4986.7
2022-06-18,2,4741.11
2022-06-18,3,4515.81
2022-06-18,4,4321.57
2022-06-18,5,4047.32
2022-06-18,6,3886.18
2022-06-18,7,3828.82
2022-06-18,8,3642.7
2022-06-18,9,3981.84
2022-06-18,10,4291.05
2022-06-18,11,4545.29
2022-06-18,12,4652.19
2022-06-18,13,4630.78
2022-06-18,14,4805.43
2022-06-18,15,4971.69
2022-06-18,16,4911.09
2022-06-18,17,4788.74
2022-06-18,18,4571.2
2022-06-18,19,4432.78
2022-06-18,20,4506.88
2022-06-18,21,4447.77
2022-06-18,22,4870.03
2022-06-18,23,5182.68
2022-06-19,0,5104.22
2022-06-19,1,4807.23
2022-06-19,2,4490.55
2022-06-19,3,4279.74
2022-06-19,4,4078.65
2022-06-19,5,3856.98
2022-06-19,6,3700.18
2022-06-19,7,3593.33
2022-06-19,8,3515.34
2022-06-19,9,3614.69
2022-06-19,10,3826.29
2022-06-19,11,3991.32
2022-06-19,12,4050.84
2022-06-19,13,4000.65
2022-06-19,14,4102.17
2022-06-19,15,4186.54
2022-06-19,16,4095.78
2022-06-19,17,4036.65
2022-06-19,18,4022.03
2022-06-19,19,4008.92
2022-06-19,20,4088.04
2022-06-19,21,4173.89
2022-06-19,22,4481.11
2022-06-19,23,4695.36
2022-06-20,0,4591.46
2022-06-20,1,4357.52
2022-06-20,2,4117.23
2022-06-20,3,3913.88
2022-06-20,4,3755.07
2022-06-20,5,3617.21
2022-06-20,6,3539.12
2022-06-20,7,3608.4
2022-06-20,8,3747.37
2022-06-20,9,4138.67
2022-06-20,10,4605.13
2022-06-20,11,4794.55
2022-06-20,12,4637.01
2022-06-20,13,4784.53
2022-06-20,14,4873.99
2022-06-20,15,4847.98
2022-06-20,16,4817.49
2022-06-20,17,4771.87
2022-06-20,18,4570.75
2022-06-20,19,4451.23
2022-06-20,20,4445.72
2022-06-20,21,4497.34
2022-06-20,22,4819.75
2022-06-20,23,5042.73
2022-06-21,0,4924.87
2022-06-21,1,4653.27
2022-06-21,2,4421.53
2022-06-21,3,4182.78
2022-06-21,4,3992.57
2022-06-21,5,3839
2022-06-21,6,3729.55
2022-06-21,7,3785.91
2022-06-21,8,3866.9
2022-06-21,9,4247.6
2022-06-21,10,4594.61
2022-06-21,11,4596.79
2022-06-21,12,4584.78
2022-06-21,13,4536.44
2022-06-21,14,4803.02
2022-06-21,15,4980.85
2022-06-21,16,4982.87
2022-06-21,17,4906.85
2022-06-21,18,4690.96
2022-06-21,19,4551.51
2022-06-21,20,4594.22
2022-06-21,21,4677.47
2022-06-21,22,5056.77
2022-06-21,23,5325.87
2022-06-22,0,5183.06
2022-06-22,1,4890.52
2022-06-22,2,4602.89
2022-06-22,3,4364.93
2022-06-22,4,4186.65
2022-06-22,5,4003.62
2022-06-22,6,3794.94
2022-06-22,7,3689.38
2022-06-22,8,3662.41
2022-06-22,9,4009.66
2022-06-22,10,4514.1
2022-06-22,11,4783.56
2022-06-22,12,4961.35
2022-06-22,13,4987.72
2022-06-22,14,5290.11
2022-06-22,15,5500.77
2022-06-22,16,5449.43
2022-06-22,17,5229.76
2022-06-22,18,4925.54
2022-06-22,19,4757.73
2022-06-22,20,4802.29
2022-06-22,21,4925.84
2022-06-22,22,5267.84
2022-06-22,23,5556.96
2022-06-23,0,5393.1
2022-06-23,1,5096.9
2022-06-23,2,4749.89
2022-06-23,3,4479.28
2022-06-23,4,4261.09
2022-06-23,5,4041.36
2022-06-23,6,3909.96
2022-06-23,7,3910.62
2022-06-23,8,3998.41
2022-06-23,9,4340.68
2022-06-23,10,4825.82
2022-06-23,11,5065.53
2022-06-23,12,5184.65
2022-06-23,13,5141.21
2022-06-23,14,5436.45
2022-06-23,15,5638.42
2022-06-23,16,5586.88
2022-06-23,17,5395.75
2022-06-23,18,4961.86
2022-06-23,19,4717.72
2022-06-23,20,4718.54
2022-06-23,21,4863.21
2022-06-23,22,5296.7
2022-06-23,23,5643.66
2022-06-24,0,5498.37
2022-06-24,1,5168.83
2022-06-24,2,4823.99
2022-06-24,3,4530.84
2022-06-24,4,4270.7
